frame_number,timestamp,raw_points_count,stable_points_count,display_points_count,raw_min_snr,raw_max_snr,raw_mean_snr,display_min_x,display_max_x,display_mean_x,display_min_y,display_max_y,display_mean_y,display_min_z,display_max_z,display_mean_z,display_min_doppler,display_max_doppler,display_mean_doppler,target_count,active_target_ids,presence
28,2026-06-03 15:14:14.379,68,0,0,0.0,950.0,74.79058837890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0
29,2026-06-03 15:14:14.392,71,107,0,0.0,982.239990234375,85.06197357177734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0
30,2026-06-03 15:14:14.393,65,168,0,8.519999504089355,2325.239990234375,140.7101593017578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0
31,2026-06-03 15:14:14.394,64,232,0,8.639999389648438,2603.35986328125,175.61561584472656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0
32,2026-06-03 15:14:14.394,64,299,0,8.519999504089355,1746.0,168.02374267578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0
33,2026-06-03 15:14:14.395,73,302,0,8.519999504089355,1932.760009765625,160.83453369140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0
34,2026-06-03 15:14:14.396,72,307,0,8.519999504089355,2251.0,166.79888916015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0
35,2026-06-03 15:14:14.397,74,320,0,8.760000228881836,1880.8800048828125,152.94757080078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0
36,2026-06-03 15:14:14.397,69,329,0,8.519999504089355,2072.0,160.92465209960938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0
37,2026-06-03 15:14:14.398,73,332,0,8.639999389648438,2166.639892578125,147.6339569091797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0
38,2026-06-03 15:14:14.398,68,326,0,8.519999504089355,2435.119873046875,138.72117614746094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0
39,2026-06-03 15:14:14.399,75,326,0,8.519999504089355,2369.760009765625,129.70880126953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0
40,2026-06-03 15:14:14.399,69,327,0,9.119999885559082,2316.35986328125,140.51361083984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0
41,2026-06-03 15:14:14.400,64,313,0,8.519999504089355,2335.52001953125,161.54498291015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0
42,2026-06-03 15:14:14.400,74,307,0,8.760000228881836,1800.3599853515625,138.04379272460938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0
43,2026-06-03 15:14:14.401,83,319,0,0.0,1644.8800048828125,105.54216766357422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0
44,2026-06-03 15:14:14.401,73,316,0,8.519999504089355,1284.6400146484375,137.85423278808594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0
45,2026-06-03 15:14:14.402,68,315,0,0.0,2276.119873046875,152.6170654296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0
46,2026-06-03 15:14:14.403,70,323,0,0.0,2240.52001953125,141.65199279785156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0
47,2026-06-03 15:14:14.403,73,312,0,0.0,1403.199951171875,133.5063018798828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0
48,2026-06-03 15:14:14.404,71,308,0,8.639999389648438,1152.0799560546875,113.96788024902344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0
